build_id,schema_version,sop_version,date_time_utc,operator_id,lab_site,format,support_type,lipid_CL_frac,lipid_PE_frac,lipid_PC_frac,cholesterol_frac,buffer_pH,ionic_strength_mM,temp_C,extrusion_used,extrusion_pore_nm,extrusion_passes,size_mean_nm,size_pdi,turbidity_od600,visible_aggregation,assembly_method,detergent_type,detergent_conc_mM,detergent_removal_method,atpsyn_present,pump_present,scaffold_present,repair_present,atpsyn_to_lipid_ratio,pump_to_lipid_ratio,scaffold_to_lipid_ratio,repair_to_lipid_ratio,orientation_method,orientation_score,defect_proxy_before,defect_proxy_after,leak_proxy_baseline,leak_proxy_after_repair,stimulus_mode,stimulus_intensity,pmf_on,pmf_off,pmf_decay_tau_min,ATP_rate_on_uM_per_min,ATP_rate_off_uM_per_min,ATP_yield_window_uM,on_off_ratio,coupling_efficiency_proxy,energy_membrane_score,QC_REAGENTS_OK,QC_MEMBRANE_STABLE,QC_BASELINE_LEAK_OK,QC_ATP_BACKGROUND_OK,QC_ONOFF_OK,QC_PMF_OK,QC_REPAIR_EFFECT_OK,qc_status
IMM-00010,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.09725001004660618,0.20565799282327074,0.6970919971301232,0.06072269727215407,7.474184844511362,139.54292446625433,21.839304233588226,True,80,10,41.738459952897145,0.06136761396907146,0.24655485032182423,none,detergent_removal,DDM,1.3352560262970095,dialysis,False,True,True,True,0.0,0.0036082564714600787,0.0017626429166354546,0.002372059149366777,affinity,0.7561604711031357,0.18211167313976487,0.20031394494641364,0.7992341520662678,0.7817672157941956,NADH,0.23232068064864123,0.24834709242310699,0.02545442521417585,24.07662842876238,0.20938282669659364,0.20872658019916088,4.1876565339318725,1.002869130893582,0.8530903834059718,37.462629522565216,True,True,True,True,True,True,False,PASS
IMM-00011,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.09638355031681425,0.21620952202062504,0.6874069276625607,0.03055939692987592,7.315213585714484,104.50996544380473,16.224545216419514,True,200,9,207.25217061328522,0.13360478847192322,0.22104018121580848,none,microfluidic_mix,DDM,1.0911095220125135,biobeads,True,True,False,True,0.008174471750378772,0.0064924863422240195,0.0,0.00024796553202447564,none,0.5405030625757895,0.5103614967917776,0.46415899180747217,0.9487439983002447,0.8243317440192143,NADH,0.1373542915248681,0.26581045397888237,0.13610788710395663,16.7196526278817,0.3824879278574866,0.3624272850569306,7.649758557149732,1.0524560971050212,0.7239937202427345,33.608892104269884,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00012,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.10908785527142678,0.26917328570764226,0.6217388590209311,0.1036113772467306,7.484309453962116,113.46171762555105,19.993610914297307,True,80,11,91.53858636976041,0.05294398064178445,0.19421882209911698,none,detergent_removal,OG,0.6426715305306931,biobeads,True,True,True,False,0.0035436379477492247,0.013440016087553634,0.0016305844635428385,0.0,affinity,0.7256455141393715,0.10426852987798829,0.10426852987798829,0.8129404371371997,0.8129404371371997,LIGHT,0.9508026451784117,1.2813657026641605,0.05858125478349012,21.482608388651904,0.35585666659690357,0.2627204838297263,7.117133331938072,1.3294284924302489,1.063824207551181,39.531137995671145,True,True,True,True,False,True,True,PASS
IMM-00013,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.171253806138408,0.11887309282030409,0.7098731010412879,0.0,7.5628732650858295,112.1480958875774,14.77456191566558,True,80,10,82.6779308346887,0.10348427884688599,0.06446040243895962,none,detergent_removal,DDM,2.0393946766127935,dialysis,True,True,True,True,0.0026616708883391107,0.0019974233323768586,0.0007231246548844013,0.007057242342046486,gradient_insertion,0.7042154302525068,0.2513607543500353,0.1787152305426071,0.9046475534423154,0.7742606541808807,NADH,0.44082170392026987,0.3884300452012713,0.028832202271285582,20.397304976485238,0.24947344295297216,0.22754433877190983,4.989468859059444,1.0885865711567255,0.8538189861980694,36.55750350548704,True,True,True,True,False,True,True,PASS
IMM-00014,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,porous_support,0.04831584365116952,0.14851736440236604,0.8031667919464645,0.0,7.531656692253969,112.34856703929951,26.161468586165096,False,0,0,95.57931557548929,0.05,0.15179982174191894,none,film_hydration,OG,0.32482697068959426,dialysis,True,True,False,True,0.002420472954145063,0.004471830558414605,0.0,0.001299802369077907,none,0.6262693737012179,0.34161260429906826,0.33366296799286954,0.8277755466070347,0.7342016924670673,LIGHT,0.6480946811863908,0.5739406548840996,0.03772698552761253,17.76597329255495,0.24254505067239682,0.21733591931091834,4.8509010134479364,1.1062170927800172,0.8689423050936462,36.2042585159631,True,True,True,True,False,True,True,PASS
IMM-00015,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.1311638159818691,0.15274484548956166,0.7160913385285692,0.03813619978377295,7.2628099156430475,158.18654666233516,21.982273187209444,True,50,12,45.7617338723286,0.1302977909269884,0.2181180019657202,none,detergent_removal,DDM,0.36439286865869025,biobeads,True,False,True,True,0.005208383629573806,0.0,0.0011759924818369593,0.0016593799963930162,affinity,0.7784191153295793,0.16616877575122302,0.16168205397637384,0.764052161424308,0.6799517946197564,NONE,0.0,0.07657019677410337,0.07657019677410337,21.053160609691105,0.28962335016212665,0.285304393417403,5.792467003242533,1.0141463956557575,0.7866655014829826,36.26832757780388,True,True,True,True,False,True,True,PASS
IMM-00016,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.08620901035363783,0.15978276447996648,0.7540082251663958,0.07153196220415552,7.451678191360663,96.99879142081303,24.151548459532833,True,80,12,82.63885029468679,0.05554797518443244,0.0,none,detergent_removal,CHAPS,1.1045861427750496,biobeads,True,True,False,False,0.005832811528357482,0.016020007769339532,0.0,0.0,none,0.47210905954980137,0.3998346689540765,0.3998346689540765,0.8744962329722398,0.8744962329722398,NADH,0.29253583476127704,0.4449803727758704,0.07187192285428941,17.416515742781264,0.34955394882378554,0.32450434835987546,6.991078976475711,1.072712000830082,0.7819072732578844,34.34934534990168,True,True,True,True,False,True,True,PASS
IMM-00017,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.10588761268246834,0.20887917799036732,0.6852332093271644,0.10354728878662098,7.499255101691266,139.1709105541109,23.448769041049598,True,100,18,75.98733347579326,0.05,0.12801714635221673,none,film_hydration,OG,1.409714042375628,biobeads,True,False,True,False,0.004869432610088556,0.0,0.005325873451054944,0.0,none,0.47704216834646074,0.26105831842724525,0.26105831842724525,0.9255659293139662,0.9255659293139662,NONE,0.0,0.11102190621030089,0.11102190621030089,25.088600879474754,0.29610397766917607,0.29610397766917607,5.922079553383521,1.0,0.7767765962448383,36.07779760590764,True,True,True,True,False,True,True,PASS
IMM-00018,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.15973453222855277,0.1425928163455916,0.6976726514258557,0.09531195015392685,7.889361303723773,144.42564429938903,21.806397242680543,True,100,10,112.30312593011683,0.23316822638847948,0.17622018119773689,none,film_hydration,OG,0.9172755887636496,dialysis,True,True,True,True,0.001879447240079128,0.009726193040883903,0.004349777930987346,0.002087205544148227,none,0.5769767958496903,0.2787314309292679,0.26220116549156064,0.9216445464290351,0.6999738314778567,LIGHT,0.5864661380790498,0.6305539402511557,0.0661398963179309,22.43298788169103,0.3426324255394681,0.3138116238161451,6.852648510789362,1.0863385204920148,0.9185117097821249,38.34710367159448,True,True,True,True,False,True,True,PASS
IMM-00019,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.10417700551662731,0.24825689030854528,0.6475661041748273,0.028041345226356002,7.702809226344084,228.35076862348797,29.996034656911746,True,50,12,40.0,0.1594289339812129,0.30050204586181023,mild,detergent_removal,DDM,2.7552995230728143,dialysis,True,True,True,True,0.007267053888659229,0.0037019460861958666,0.0043657073787014816,0.0006089927600860297,affinity,0.6661125588643461,0.5549315913757772,0.4914296098961239,1.0348598028594906,0.8576705804147496,NADH,0.21476282019348536,0.2320406336686044,0.053348145578301746,24.28748841382282,0.23813784055291803,0.2127181637469538,4.7627568110583605,1.1092294490326262,0.8491928598067425,37.13521880650118,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00020,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.15099587785184582,0.15496861742168974,0.6940355047264644,0.15287180848151682,7.341564018306153,137.17553295658539,26.847774172887583,True,100,10,50.400260810653215,0.3046396855448046,0.48211478057766854,mild,detergent_removal,OG,0.6554174034034073,biobeads,True,True,True,True,0.0016902116235880602,0.00606876194374179,0.001679607394059217,0.0010026160791781818,affinity,0.7106327099365637,0.35019650806938396,0.302651590596692,0.9431457590165412,0.6917987272605681,LIGHT,1.077849815729716,1.0598314609381945,0.11939525489429807,23.924885554657777,0.23345768354485447,0.1923080146658297,4.6691536708970895,1.193820609852124,1.0478240384887578,40.4420358943381,True,True,True,True,False,True,True,PASS
IMM-00021,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.13805321932809098,0.04436913363507349,0.8175776470368356,0.0,7.474341315700003,146.16780991880566,20.74547504322969,True,50,14,55.26381760936714,0.11264639131440082,0.35861811158539314,none,detergent_removal,DDM,0.6090796782434562,biobeads,True,True,True,True,0.005209293145970643,0.00344975939570288,0.0027873615019386407,0.0005121252969916344,none,0.6713947357915159,0.2073760798661082,0.20551097077580024,0.8161146566740173,0.7112577129390126,LIGHT,0.9770304554258655,0.8088296426077847,0.026586934224837797,23.72339183704977,0.3971763666444952,0.3140968118080034,7.943527332889904,1.2486691039848514,0.9993445555960809,39.735986088385246,True,True,True,True,False,True,True,PASS
IMM-00022,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,polymer,0.11115803654314295,0.12858212836866778,0.7602598350881893,0.0,7.23246457612906,131.47950618902289,24.65415849268636,True,80,13,40.0,0.18297815110773646,0.08958325007172219,none,microfluidic_mix,OG,0.30971059234530773,dialysis,True,True,False,False,0.013389598101695821,0.004071391728187063,0.0,0.0,affinity,0.6801599734417982,0.3401673151476156,0.3401673151476156,0.7902498882621194,0.7902498882621194,NADH,0.185476766203476,0.17997803163967144,0.0006788154993897688,19.217632249478374,0.29616815137125274,0.25968283656650226,5.923363027425054,1.1304524626990298,0.802219334566715,35.485785014429126,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00023,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.1189458152701908,0.21286910285481336,0.6681850818749958,0.11181012417391058,7.506245697494307,163.7223668185941,23.639467670730227,True,80,13,45.92358944101245,0.1403098894395532,0.05464189512191914,none,detergent_removal,DDM,0.7808158855310126,dialysis,True,True,False,True,0.006963878325215168,0.00281456417075717,0.0,0.0013000028065695524,none,0.6955758623184614,0.35148067614027156,0.2949900526382318,0.8665888509762951,0.7054285032979108,NADH,0.3284328321769275,0.31189372314860964,0.025557020828473102,16.832817891822017,0.3138117265661732,0.27239570148264675,6.276234531323464,1.1416437549304548,0.809062190459595,35.29035195543912,True,True,True,True,False,True,True,PASS
IMM-00024,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.026402183113256417,0.10404641601243021,0.8695514008743134,0.05741153181709995,7.3535600035116016,87.91109568062119,20.144854832960007,True,80,11,61.88152226115251,0.2613841704241907,0.05969019170311781,none,detergent_removal,DDM,0.8865536878522261,biobeads,True,False,True,True,0.0033619773157627384,0.0,0.002633643471024779,0.012314149807718706,gradient_insertion,0.6011704041716318,0.4034402527308922,0.32663915203871097,0.9622195388370433,0.7847507866189276,NONE,0.0,0.09631372768547714,0.09631372768547714,22.36869809453533,0.20378424665999365,0.19747599920891978,4.075684933199873,1.029006637394565,0.7966997977955801,36.24621497857831,True,True,True,True,False,True,True,PASS
IMM-00025,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.15892877173512684,0.17289752936945957,0.6681736988954136,0.0,7.616975372106137,223.36769410796992,25.091637161000712,True,80,10,81.40885654719935,0.24054549630542144,0.3475206513149937,mild,film_hydration,DDM,3.2935091325425643,biobeads,True,False,True,True,0.008552993965263203,0.0,0.0014116494898055597,0.0010854106708176694,affinity,0.6714327373309538,0.5436840136411983,0.4983257223733385,0.9822577910651963,0.9083571374000278,NONE,0.0,0.09403891502501324,0.09403891502501324,27.444851727852473,0.39302354513106397,0.3878641308268166,7.860470902621279,1.012649835850454,0.7900619086246226,36.94071487106839,True,True,True,True,False,True,False,CONDITIONAL_PASS
IMM-00026,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.12745942819572292,0.2937688067565662,0.5787717650477109,0.10276472987330575,7.387756001211066,199.29892172114498,22.748933475597774,True,50,14,57.40025942150676,0.20894118153290023,0.0,none,detergent_removal,DDM,1.5724159941795786,biobeads,True,True,True,False,0.003146227670817995,0.0041033161554485205,0.0074302930478848854,0.0,affinity,0.8463116641463775,0.260324873318729,0.260324873318729,0.8286740684836411,0.8286740684836411,NADH,0.24031099052038052,0.2615418685528739,0.020992969068452303,22.819391220485315,0.33095868013070423,0.3161552625608186,6.619173602614085,1.0440374410833664,0.8247593634820614,36.60325327212071,True,True,True,True,False,True,True,PASS
IMM-00027,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,polymer,0.13950144537219142,0.228650760940894,0.6318477936869147,0.06775180375832217,7.39203052131111,131.23914563344172,20.0314082584843,True,200,10,472.5063576058919,0.13746959682361048,0.27066107115674587,none,detergent_removal,DDM,0.6295424957831511,dialysis,True,True,False,True,0.0014309120035587044,0.0023701724283672417,0.0,0.0024308048460969585,asymmetric_support,0.9098903943540473,0.3616754397834891,0.29441402956438983,0.8962399113492221,0.7648509896461527,LIGHT,0.780532182615669,0.6834282384054261,0.09081905905084885,12.85856595343653,0.33671460702860917,0.3088916835795794,6.734292140572183,1.0845960078595227,0.7801896538711225,33.47931418595467,True,True,True,True,False,True,True,PASS
IMM-00028,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,porous_support,0.16059645347920998,0.1345568490404411,0.7048466974803489,0.0,7.393323061300472,167.38882325917925,26.092103944524972,False,0,0,170.74860536528496,0.28391685953001605,0.3590278654649689,mild,detergent_removal,DDM,0.9489551176461892,biobeads,True,True,True,True,0.006582394245038228,0.0026216873504647607,0.003919677636181659,0.0019066828442769151,none,0.665275952913618,0.48892129020071917,0.44842733594057915,1.0316042382011803,0.7866586847036929,NADH,0.18377251929439334,0.19284568120436169,0.04853439553026313,24.086964519759583,0.3215742131758477,0.29520512349816724,6.431484263516954,1.0836569196116947,0.836537576596797,37.27105040658843,True,True,True,True,False,False,True,CONDITIONAL_PASS
IMM-00029,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.12413184861735596,0.034250081490955764,0.8416180698916882,0.0136971106286147,7.221145818456964,142.32436715295074,23.090689385183456,True,80,18,87.46473107824323,0.06398556342144053,0.07320969002035381,none,detergent_removal,DDM,0.44271005781558614,dialysis,True,True,False,True,0.014900795769021306,0.00537284396134826,0.0,0.0015028942172227182,none,0.5297554316671598,0.34317745773748937,0.30478666620707473,0.9134988484853929,0.7016464402883926,LIGHT,1.2352139259524628,0.9828170926200761,0.0005125049058760189,17.034306199076443,0.5600484309257829,0.3232048685540656,11.20096861851566,1.6900938304562745,1.0238114627355215,38.35870054428403,True,True,True,True,False,True,True,PASS
IMM-00030,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.04310002958516752,0.15914357123246153,0.7977563991823708,0.10725157491133641,7.122747723371183,119.43306211850975,20.381088763910185,True,200,9,159.24443441595542,0.10386297684099295,0.6140306212084752,severe,detergent_removal,OG,0.5766623367276691,dilution,True,True,True,True,0.010309885761140097,0.002084991411049615,0.005807751823087601,0.0037724478153503805,none,0.38970045318264407,0.7022294999289243,0.6646579921019451,0.9529808422515459,0.8894561454283629,NADH,0.02,0.041878098472622874,0.026795777527738186,22.37013834408721,0.27527768411304765,0.2721656211703505,5.5055536822609525,1.0106517081997222,0.7644965528884445,35.37383189818388,True,False,True,True,False,False,False,FAIL
IMM-00031,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,patch,glass,0.024139136742827475,0.2172383314016656,0.758622531855507,0.05662567175717432,7.45518995948657,118.08598932268238,19.43620401385803,False,0,0,501.079332275887,0.29838986291848923,0.2362153952360412,none,film_hydration,OG,0.5807256170646179,dialysis,True,True,False,True,0.0034715209736737654,0.007911678862379715,0.0,0.0009437392101862119,none,0.37592319520382955,0.5466669981257133,0.5048682781128844,0.9243535596300806,0.8141214524090091,LIGHT,1.060453888180383,0.9179433570131014,0.07097774658933378,18.246513777378482,0.33471805003414373,0.2981453809947282,6.694361000682875,1.114955838507118,0.9102397048336626,36.58008414330511,True,True,True,True,False,True,True,PASS
IMM-00032,0.2.2,SOP-IMM-FAB-001,2026-02-04T05:20:54Z,OP-01,LONDON-TESTBED,vesicle,none,0.14410303511242106,0.09497330403856548,0.7609236608490134,0.05170390313424088,7.212824902355657,132.87988723359953,19.292038395247552,True,80,8,75.29830822992125,0.23414105848599182,0.0,none,detergent_removal,OG,2.0923490257886996,dilution,True,True,True,False,0.0060104961309498245,0.00469880497708246,0.006706597672978245,0.0,asymmetric_support,0.9440785610749169,0.38746830153846684,0.38746830153846684,0.9808167191652164,0.9808167191652164,NADH,0.1887301503489876,0.21548116089877956,0.02823841581847679,22.5184792137367,0.2619147223864429,0.2392322524851926,5.238294447728858,1.0874986414066898,0.8023568060947346,35.506700989874645,True,True,True,True,False,False,True,CONDITIONAL_PASS
